"team_name","team_selection2_name","team_selection2_year","team_selection2_selection3_name","team_selection2_selection3_Date","team_selection2_selection3_Event","team_selection2_selection3_Time","team_selection2_selection3_Place"
"Illinois","Appino, Delaney","SO-2","2018 Drake Relays presented by Hy-Vee","Apr 25-28, 2018","4x1600","20:14.68","6th (F)"
"Illinois","Appino, Delaney","SO-2","Drake Relays presented by Hy-Vee","Apr 25-28, 2018","4x1600","20:14.68","6th (F)"
"Illinois","Appino, Delaney","SO-2","Illinois Twilight","Apr 14, 2018","1500","4:46.96","11th (F)"
"Illinois","Appino, Delaney","SO-2","2018 Jim Click Shootout","Apr 7, 2018","3000","10:51.76","5th (F)"
"Illinois","Appino, Delaney","SO-2","Ole Miss Classic","Mar 31, 2018","800","2:19.10","13th (F)"
"Illinois","Appino, Delaney","SO-2","SIU Bill Cornell Spring Classic","Mar 23-24, 2018","4x400","4:15.47","6th (F)"
"Illinois","Appino, Delaney","SO-2","Coast-To-Coast Battle in Beantown","Sep 22, 2017","5K","19:16.3","136th"
"Illinois","Austin, Alana","FR-1","2018 Illini Open","Oct 19, 2018","5K","19:49.5","39th"
"Illinois","Bruce, Madeline","FR-1","2018 Illini Open","Oct 19, 2018","5K","21:19.1","63rd"
"Illinois","Bruce, Madeline","FR-1","2018 Kip Janvrin Open","Apr 26-27, 2018","800","2:24.67","13th (F)"
"Illinois","Bruce, Madeline","FR-1","Illinois Twilight","Apr 14, 2018","800","2:22.31","14th (F)"
"Illinois","Bruce, Madeline","FR-1","Ole Miss Classic","Mar 31, 2018","400","1:01.43","19th (F)"
"Illinois","Bruce, Madeline","FR-1","SIU Bill Cornell Spring Classic","Mar 23-24, 2018","4x400","4:15.47","6th (F)"
"Illinois","Bruce, Madeline","FR-1","Illinois Orange & Blue Open","Feb 17, 2018","600","1:42.14","3rd (F)"
"Illinois","Bruce, Madeline","FR-1","2018 Rod McCravy Memorial Track & Field Meet","Feb 3, 2018","800","2:19.92","14th (F)"
"Illinois","Bruce, Madeline","FR-1","Illini Classic","Jan 27, 2018","600","1:40.74","4th (F)"
"Illinois","Bruce, Madeline","FR-1","Illinois Open","Jan 13, 2018","600","1:44.25","11th (F)"
"Illinois","Bruce, Madeline","FR-1","Illini Open","Oct 20, 2017","5.03K","21:34.3","48th"
"Illinois","Callahan, Kelli","SO-2","2018 Illini Open","Oct 19, 2018","5K","19:11.6","19th"
"Illinois","Callahan, Kelli","SO-2","Bradley Pink Classic","Oct 12, 2018","8K","22:53.8","16th"
"Illinois","Callahan, Kelli","SO-2","Loyola Lakefront Collegiate Invitational","Sep 29, 2018","5K","19:25.8","191st"
"Illinois","Callahan, Kelli","SO-2","Illinois Twilight","Apr 14, 2018","3000","11:01.41","5th (F)"
"Illinois","Callahan, Kelli","SO-2","Ole Miss Classic","Mar 31, 2018","800","2:26.25","22nd (F)"
"Illinois","Callahan, Kelli","SO-2","SIU Bill Cornell Spring Classic","Mar 23-24, 2018","1500","5:08.89","42nd (F)"
"Illinois","Callahan, Kelli","SO-2","Big Ten Cross Country Championships","Oct 29, 2017","6K","24:30.6","117th"
"Illinois","Callahan, Kelli","SO-2","Illini Open","Oct 20, 2017","5.03K","19:29.7","17th"
"Illinois","Callahan, Kelli","SO-2","Louisville Classic","Sep 30, 2017","5K","19:22.6","282nd"
"Illinois","Callahan, Kelli","SO-2","Coast-To-Coast Battle in Beantown","Sep 22, 2017","5K","19:18.3","141st"
"Illinois","Callahan, Kelli","SO-2","Walt Crawford Dual Illinois vs Bradley","Sep 1, 2017","3.1M","18:42.5","5th"
"Illinois","Callahan, Kelli","SO-2","Walt Crawford Dual Illinois vs Murray State","Sep 1, 2017","3.1M","18:42.5","5th"
"Illinois","Callahan, Kelli","SO-2","Walt Crawford Dual Illinois vs SIU Edwardsville","Sep 1, 2017","3.1M","18:42.5","5th"
"Illinois","Callahan, Kelli","SO-2","Walt Crawford Dual Illinois vs Southeast Missouri","Sep 1, 2017","3.1M","18:42.5","8th"
"Illinois","Cast, Nicki","SO-2","NCAA Division I Midwest Region Cross Country Championships","Nov 9, 2018","6K","22:07.1","104th"
"Illinois","Cast, Nicki","SO-2","Big Ten Championships","Oct 28, 2018","6K","21:58.1","65th"
"Illinois","Cast, Nicki","SO-2","Bradley Pink Classic","Oct 12, 2018","6K","21:46.5","48th"
"Illinois","Cast, Nicki","SO-2","Loyola Lakefront Collegiate Invitational","Sep 29, 2018","5K","17:57.7","42nd"
"Illinois","Cast, Nicki","SO-2","Vanderbilt Commodore Classic","Sep 15, 2018","5K","18:25.5","33rd"
"Illinois","Cast, Nicki","SO-2","Big Ten Championships","May 11-13, 2018","1500","4:46.26","28th (P)"
"Illinois","Cast, Nicki","SO-2","2018 Drake Relays presented by Hy-Vee","Apr 25-28, 2018","4x1600","20:14.68","6th (F)"
"Illinois","Cast, Nicki","SO-2","Drake Relays presented by Hy-Vee","Apr 25-28, 2018","4x1600","20:14.68","6th (F)"
"Illinois","Cast, Nicki","SO-2","Illinois Twilight","Apr 14, 2018","1500","4:39.90","3rd (F)"
"Illinois","Cast, Nicki","SO-2","Ole Miss Classic","Mar 31, 2018","800","2:20.24","14th (F)"
"Illinois","Cast, Nicki","SO-2","SIU Bill Cornell Spring Classic","Mar 23-24, 2018","4x400","4:07.46","5th (F)"
"Illinois","Cast, Nicki","SO-2","Illinois Orange & Blue Open","Feb 17, 2018","3000","10:18.54","4th (F)"
"Illinois","Cast, Nicki","SO-2","2018 Rod McCravy Memorial Track & Field Meet","Feb 3, 2018","Mile","5:17.16","19th (F)"
"Illinois","Cast, Nicki","SO-2","Illini Classic","Jan 27, 2018","Mile","5:22.58","5th (F)"
"Illinois","Cast, Nicki","SO-2","2018 Mark Colligan Memorial","Jan 20, 2018","3000","10:30.13","13th (F)"
"Illinois","Cast, Nicki","SO-2","Illinois Open","Jan 13, 2018","Mile","5:18.90","10th (F)"
"Illinois","Cast, Nicki","SO-2","NCAA Division I Midwest Region Cross Country Championships","Nov 10, 2017","6K","22:11.1","142nd"
"Illinois","Cast, Nicki","SO-2","Big Ten Cross Country Championships","Oct 29, 2017","6K","22:34.7","85th"
"Illinois","Cast, Nicki","SO-2","Nuttycombe Wisconsin Invitational Presented By Under Armour","Oct 13, 2017","6K","22:35.8","64th"
"Illinois","Cast, Nicki","SO-2","Louisville Classic","Sep 30, 2017","5K","18:46.3","212nd"
"Illinois","Cast, Nicki","SO-2","Coast-To-Coast Battle in Beantown","Sep 22, 2017","5K","18:49.2","94th"
"Illinois","Cast, Nicki","SO-2","Walt Crawford Dual Illinois vs Bradley","Sep 1, 2017","3.1M","19:02.3","9th"
"Illinois","Cast, Nicki","SO-2","Walt Crawford Dual Illinois vs Murray State","Sep 1, 2017","3.1M","19:02.3","9th"
"Illinois","Cast, Nicki","SO-2","Walt Crawford Dual Illinois vs SIU Edwardsville","Sep 1, 2017","3.1M","19:02.3","8th"
"Illinois","Cast, Nicki","SO-2","Walt Crawford Dual Illinois vs Southeast Missouri","Sep 1, 2017","3.1M","19:02.3","13th"
"Illinois","Craddock, Rebecca","SO-2","NCAA Division I Midwest Region Cross Country Championships","Nov 9, 2018","6K","21:26.9","38th"
"Illinois","Craddock, Rebecca","SO-2","Big Ten Championships","Oct 28, 2018","6K","21:18.9","43rd"
"Illinois","Craddock, Rebecca","SO-2","Bradley Pink Classic","Oct 12, 2018","6K","21:26.8","28th"
"Illinois","Craddock, Rebecca","SO-2","Loyola Lakefront Collegiate Invitational","Sep 29, 2018","5K","17:30.4","19th"
"Illinois","Craddock, Rebecca","SO-2","Vanderbilt Commodore Classic","Sep 15, 2018","5K","17:51.8","15th"
"Illinois","Craddock, Rebecca","SO-2","NCAA West Preliminary Round","May 24-26, 2018","1500","4:31.72","40th (P)"
"Illinois","Craddock, Rebecca","SO-2","Big Ten Championships","May 11-13, 2018","5000","17:03.14","10th (F)"
"Illinois","Craddock, Rebecca","SO-2","2018 Drake Relays presented by Hy-Vee","Apr 25-28, 2018","DMR","11:33.16","6th (F)"
"Illinois","Craddock, Rebecca","SO-2","Drake Relays presented by Hy-Vee","Apr 25-28, 2018","DMR","11:33.16","6th (F)"
"Illinois","Craddock, Rebecca","SO-2","Bryan Clay Invitational","Apr 19-20, 2018","1500","4:21.04","21st (F)"
"Illinois","Craddock, Rebecca","SO-2","Illinois Twilight","Apr 14, 2018","800","2:11.92","4th (F)"
"Illinois","Craddock, Rebecca","SO-2","2018 Jim Click Shootout","Apr 7, 2018","1500","4:26.32","2nd (F)"
"Illinois","Craddock, Rebecca","SO-2","Stanford Invitational","Mar 30-31, 2018","5000","16:30.90","9th (F)"
"Illinois","Craddock, Rebecca","SO-2","Big Ten Indoor Track and Field Championships","Feb 23-24, 2018","Mile","4:43.51","8th (P)"
"Illinois","Craddock, Rebecca","SO-2","Iowa State Classic","Feb 9-10, 2018","3000","9:33.76","1st (F)"
"Illinois","Craddock, Rebecca","SO-2","2018 Rod McCravy Memorial Track & Field Meet","Feb 3, 2018","Mile","4:48.92","4th (F)"
"Illinois","Craddock, Rebecca","SO-2","2018 Mark Colligan Memorial","Jan 20, 2018","3000","9:45.10","2nd (F)"
"Illinois","Craddock, Rebecca","SO-2","Illinois Open","Jan 13, 2018","4x400","3:57.34","4th (F)"
"Illinois","Craddock, Rebecca","SO-2","NCAA Division I Midwest Region Cross Country Championships","Nov 10, 2017","6K","21:07.5","40th"
"Illinois","Craddock, Rebecca","SO-2","Big Ten Cross Country Championships","Oct 29, 2017","6K","21:34.5","45th"
"Illinois","Craddock, Rebecca","SO-2","Nuttycombe Wisconsin Invitational Presented By Under Armour","Oct 13, 2017","6K","21:31.8","15th"
"Illinois","Craddock, Rebecca","SO-2","Louisville Classic","Sep 30, 2017","5K","17:37.0","61st"
"Illinois","Craddock, Rebecca","SO-2","Coast-To-Coast Battle in Beantown","Sep 22, 2017","5K","17:52.8","29th"
"Illinois","Craddock, Rebecca","SO-2","Walt Crawford Dual Illinois vs Bradley","Sep 1, 2017","3.1M","17:58.8","1st"
"Illinois","Craddock, Rebecca","SO-2","Walt Crawford Dual Illinois vs Murray State","Sep 1, 2017","3.1M","17:58.8","1st"
"Illinois","Craddock, Rebecca","SO-2","Walt Crawford Dual Illinois vs SIU Edwardsville","Sep 1, 2017","3.1M","17:58.8","1st"
"Illinois","Craddock, Rebecca","SO-2","Walt Crawford Dual Illinois vs Southeast Missouri","Sep 1, 2017","3.1M","17:58.8","2nd"
"Illinois","Dade, Shaheeda","FR-1","","","","",""
"Illinois","Delahanty, Brooke","FR-1","2018 Illini Open","Oct 19, 2018","5K","20:41.2","57th"
"Illinois","Fix, Caroline","FR-1","NCAA Division I Midwest Region Cross Country Championships","Nov 9, 2018","6K","21:33.0","47th"
"Illinois","Fix, Caroline","FR-1","Big Ten Championships","Oct 28, 2018","6K","22:12.3","76th"
"Illinois","Fix, Caroline","FR-1","Bradley Pink Classic","Oct 12, 2018","6K","21:55.0","64th"
"Illinois","Fix, Caroline","FR-1","Loyola Lakefront Collegiate Invitational","Sep 29, 2018","5K","18:11.1","58th"
"Illinois","Fix, Caroline","FR-1","Vanderbilt Commodore Classic","Sep 15, 2018","5K","18:41.3","56th"
"Illinois","Fix, Caroline","FR-1","Big Ten Championships","May 11-13, 2018","5000","18:36.56","23rd (F)"
"Illinois","Fix, Caroline","FR-1","2018 Drake Relays presented by Hy-Vee","Apr 25-28, 2018","4x1600","20:14.68","6th (F)"
"Illinois","Fix, Caroline","FR-1","Drake Relays presented by Hy-Vee","Apr 25-28, 2018","4x1600","20:14.68","6th (F)"
"Illinois","Fix, Caroline","FR-1","Bryan Clay Invitational","Apr 19-20, 2018","5000","17:23.93","5th (F)"
"Illinois","Fix, Caroline","FR-1","Illinois Twilight","Apr 14, 2018","1500","4:43.56","7th (F)"
"Illinois","Fix, Caroline","FR-1","2018 Jim Click Shootout","Apr 7, 2018","3000","10:32.44","3rd (F)"
"Illinois","Fix, Caroline","FR-1","Ole Miss Classic","Mar 31, 2018","800","2:17.56","10th (F)"
"Illinois","Fix, Caroline","FR-1","SIU Bill Cornell Spring Classic","Mar 23-24, 2018","4x400","4:15.47","6th (F)"
"Illinois","Fix, Caroline","FR-1","Big Ten Indoor Track and Field Championships","Feb 23-24, 2018","Mile","5:05.95","20th (P)"
"Illinois","Fix, Caroline","FR-1","Iowa State Classic","Feb 9-10, 2018","Mile","4:59.87","31st (F)"
"Illinois","Fix, Caroline","FR-1","2018 Rod McCravy Memorial Track & Field Meet","Feb 3, 2018","Mile","4:59.72","11th (F)"
"Illinois","Fix, Caroline","FR-1","Illini Classic","Jan 27, 2018","Mile","5:07.44","2nd (F)"
"Illinois","Fix, Caroline","FR-1","2018 Mark Colligan Memorial","Jan 20, 2018","3000","10:24.90","10th (F)"
"Illinois","Fix, Caroline","FR-1","Illinois Open","Jan 13, 2018","3000","10:26.66","10th (F)"
"Illinois","Flaherty, Vanessa","JR-3","2018 Illini Open","Oct 19, 2018","5K","19:20.1","25th"
"Illinois","Flaherty, Vanessa","JR-3","Bradley Pink Classic","Oct 12, 2018","8K","22:50.9","13th"
"Illinois","Flaherty, Vanessa","JR-3","Loyola Lakefront Collegiate Invitational","Sep 29, 2018","5K","19:12.1","170th"
"Illinois","Flaherty, Vanessa","JR-3","Illini Open","Oct 20, 2017","5.03K","19:37.2","21st"
"Illinois","Flaherty, Vanessa","JR-3","Music City Challenge","Feb 10-11, 2017","800","2:16.39","27th (F)"
"Illinois","Flaherty, Vanessa","JR-3","2017 Rod McCravy Memorial T&F Meet","Jan 20-21, 2017","800","2:17.07","20th (F)"
"Illinois","Flaherty, Vanessa","JR-3","Illini Classic","Jan 14, 2017","800","2:18.01","6th (F)"
"Illinois","Garbutt, Shanice","FR-1","Loyola Lakefront Collegiate Invitational","Sep 29, 2018","5K","24:11.6","356th"
"Illinois","Garbutt, Shanice","FR-1","Vanderbilt Commodore Classic","Sep 15, 2018","5K","24:35.8","179th"
"Illinois","Katz, Lauren","FR-1","2018 Illini Open","Oct 19, 2018","5K","19:13.2","20th"
"Illinois","Katz, Lauren","FR-1","Bradley Pink Classic","Oct 12, 2018","8K","22:51.4","14th"
"Illinois","Katz, Lauren","FR-1","Loyola Lakefront Collegiate Invitational","Sep 29, 2018","5K","19:11.4","168th"
"Illinois","Katz, Lauren","FR-1","Vanderbilt Commodore Classic","Sep 15, 2018","5K","DNS","187th"
"Illinois","Lucki, Mikaela","FR-1","Big Ten Championships","Oct 28, 2018","6K","22:50.8","96th"
"Illinois","Lucki, Mikaela","FR-1","Bradley Pink Classic","Oct 12, 2018","6K","22:26.1","127th"
"Illinois","Lucki, Mikaela","FR-1","Loyola Lakefront Collegiate Invitational","Sep 29, 2018","5K","18:18.9","74th"
"Illinois","Lucki, Mikaela","FR-1","Vanderbilt Commodore Classic","Sep 15, 2018","5K","19:13.6","83rd"
"Illinois","Lucki, Mikaela","FR-1","Big Ten Championships","May 11-13, 2018","1500","4:31.95","23rd (P)"
"Illinois","Lucki, Mikaela","FR-1","2018 Drake Relays presented by Hy-Vee","Apr 25-28, 2018","DMR","11:33.16","6th (F)"
"Illinois","Lucki, Mikaela","FR-1","Drake Relays presented by Hy-Vee","Apr 25-28, 2018","DMR","11:33.16","6th (F)"
"Illinois","Lucki, Mikaela","FR-1","Beach Invitational","Apr 20-21, 2018","800","2:13.52","34th (F)"
"Illinois","Lucki, Mikaela","FR-1","Bryan Clay Invitational","Apr 19-20, 2018","1500","4:30.08","81st (F)"
"Illinois","Lucki, Mikaela","FR-1","Illinois Twilight","Apr 14, 2018","800","2:13.66","6th (F)"
"Illinois","Lucki, Mikaela","FR-1","2018 Jim Click Shootout","Apr 7, 2018","1500","4:33.00","5th (F)"
"Illinois","Lucki, Mikaela","FR-1","Ole Miss Classic","Mar 31, 2018","800","2:13.54","6th (F)"
"Illinois","Lucki, Mikaela","FR-1","SIU Bill Cornell Spring Classic","Mar 23-24, 2018","4x400","4:07.46","5th (F)"
"Illinois","Marasco, Madison","FR-1","NCAA Division I Midwest Region Cross Country Championships","Nov 9, 2018","6K","21:14.7","25th"
"Illinois","Marasco, Madison","FR-1","Big Ten Championships","Oct 28, 2018","6K","DNF",""
"Illinois","Marasco, Madison","FR-1","Bradley Pink Classic","Oct 12, 2018","6K","20:50.5","9th"
"Illinois","Marasco, Madison","FR-1","Loyola Lakefront Collegiate Invitational","Sep 29, 2018","5K","17:00.7","7th"
"Illinois","Marasco, Madison","FR-1","Vanderbilt Commodore Classic","Sep 15, 2018","5K","17:46.8","10th"
"Illinois","McGrath, Allison","SO-2","NCAA Division I Midwest Region Cross Country Championships","Nov 9, 2018","6K","21:01.0","18th"
"Illinois","McGrath, Allison","SO-2","Big Ten Championships","Oct 28, 2018","6K","21:22.4","44th"
"Illinois","McGrath, Allison","SO-2","Bradley Pink Classic","Oct 12, 2018","6K","21:11.6","16th"
"Illinois","McGrath, Allison","SO-2","Loyola Lakefront Collegiate Invitational","Sep 29, 2018","5K","17:30.3","18th"
"Illinois","McGrath, Allison","SO-2","Vanderbilt Commodore Classic","Sep 15, 2018","5K","18:27.2","34th"
"Illinois","McGrath, Allison","SO-2","Big Ten Championships","May 11-13, 2018","5000","18:02.26","20th (F)"
"Illinois","McGrath, Allison","SO-2","2018 Drake Relays presented by Hy-Vee","Apr 25-28, 2018","4x1600","20:14.68","6th (F)"
"Illinois","McGrath, Allison","SO-2","Drake Relays presented by Hy-Vee","Apr 25-28, 2018","4x1600","20:14.68","6th (F)"
"Illinois","McGrath, Allison","SO-2","Bryan Clay Invitational","Apr 19-20, 2018","5000","17:28.34","2nd (F)"
"Illinois","McGrath, Allison","SO-2","Illinois Twilight","Apr 14, 2018","1500","4:48.07","13th (F)"
"Illinois","McGrath, Allison","SO-2","2018 Jim Click Shootout","Apr 7, 2018","3000","10:44.99","4th (F)"
"Illinois","McGrath, Allison","SO-2","Ole Miss Classic","Mar 31, 2018","800","2:17.80","11th (F)"
"Illinois","McGrath, Allison","SO-2","SIU Bill Cornell Spring Classic","Mar 23-24, 2018","4x400","4:15.47","6th (F)"
"Illinois","McGrath, Allison","SO-2","Big Ten Indoor Track and Field Championships","Feb 23-24, 2018","5000","17:53.26","27th (F)"
"Illinois","McGrath, Allison","SO-2","Iowa State Classic","Feb 9-10, 2018","3000","9:56.41","18th (F)"
"Illinois","McGrath, Allison","SO-2","2018 Rod McCravy Memorial Track & Field Meet","Feb 3, 2018","Mile","5:00.14","12th (F)"
"Illinois","McGrath, Allison","SO-2","Illini Classic","Jan 27, 2018","Mile","5:08.88","4th (F)"
"Illinois","McGrath, Allison","SO-2","2018 Mark Colligan Memorial","Jan 20, 2018","3000","10:18.35","9th (F)"
"Illinois","McGrath, Allison","SO-2","Illinois Open","Jan 13, 2018","3000","10:17.07","6th (F)"
"Illinois","McGrath, Allison","SO-2","NCAA Division I Midwest Region Cross Country Championships","Nov 10, 2017","6K","22:04.9","133rd"
"Illinois","McGrath, Allison","SO-2","Big Ten Cross Country Championships","Oct 29, 2017","6K","22:42.1","88th"
"Illinois","McGrath, Allison","SO-2","Nuttycombe Wisconsin Invitational Presented By Under Armour","Oct 13, 2017","6K","23:58.7","94th"
"Illinois","McGrath, Allison","SO-2","Louisville Classic","Sep 30, 2017","5K","18:29.3","171st"
"Illinois","McGrath, Allison","SO-2","Coast-To-Coast Battle in Beantown","Sep 22, 2017","5K","18:28.6","63rd"
"Illinois","McGrath, Allison","SO-2","Walt Crawford Dual Illinois vs Bradley","Sep 1, 2017","3.1M","18:35.3","3rd"
"Illinois","McGrath, Allison","SO-2","Walt Crawford Dual Illinois vs Murray State","Sep 1, 2017","3.1M","18:35.3","4th"
"Illinois","McGrath, Allison","SO-2","Walt Crawford Dual Illinois vs SIU Edwardsville","Sep 1, 2017","3.1M","18:35.3","3rd"
"Illinois","McGrath, Allison","SO-2","Walt Crawford Dual Illinois vs Southeast Missouri","Sep 1, 2017","3.1M","18:35.3","5th"
"Illinois","Milburn, Emma","FR-1","NCAA Division I Midwest Region Cross Country Championships","Nov 09, 2018","6K","21:50.0","75th"
"Illinois","Milburn, Emma","FR-1","Big Ten Championships","Oct 28, 2018","6K","22:48.8","95th"
"Illinois","Milburn, Emma","FR-1","Bradley Pink Classic","Oct 12, 2018","6K","21:48.9","50th"
"Illinois","Milburn, Emma","FR-1","Loyola Lakefront Collegiate Invitational","Sep 29, 2018","5K","17:54.2","37th"
"Illinois","Milburn, Emma","FR-1","Vanderbilt Commodore Classic","Sep 15, 2018","5K","18:37.2","49th"
"Illinois","Olsen, Mikayla","FR-1","2018 Illini Open","Oct 19, 2018","5K","18:56.2","13th"
"Illinois","Olsen, Mikayla","FR-1","Bradley Pink Classic","Oct 12, 2018","8K","23:09.9","27th"
"Illinois","Olsen, Mikayla","FR-1","Loyola Lakefront Collegiate Invitational","Sep 29, 2018","5K","19:20.9","181st"
"Illinois","Olsen, Mikayla","FR-1","Vanderbilt Commodore Classic","Sep 15, 2018","5K","19:58.0","131st"
"Illinois","Rogers, Grace","JR-3","Big Ten Championships","Oct 28, 2018","6K","23:36.4","118th"
"Illinois","Rogers, Grace","JR-3","2018 Illini Open","Oct 19, 2018","5K","18:47.3","9th"
"Illinois","Rogers, Grace","JR-3","Bradley Pink Classic","Oct 12, 2018","8K","23:35.1","48th"
"Illinois","Rogers, Grace","JR-3","Loyola Lakefront Collegiate Invitational","Sep 29, 2018","5K","19:03.0","142nd"
"Illinois","Rogers, Grace","JR-3","Vanderbilt Commodore Classic","Sep 15, 2018","5K","19:18.0","87th"
"Illinois","Rogers, Grace","JR-3","Illini Open","Oct 20, 2017","5.03K","19:54.6","24th"
"Illinois","Rogers, Grace","JR-3","Nuttycombe Wisconsin Invitational Presented By Under Armour","Oct 13, 2017","6K","24:58.8","99th"
"Illinois","Rogers, Grace","JR-3","Louisville Classic","Sep 30, 2017","5K","19:41.9","303rd"
"Illinois","Rogers, Grace","JR-3","Illini Open","Oct 21, 2016","4.965K","19:34.0","31st"
"Illinois","Rogers, Grace","JR-3","Bradley ""Pink"" Classic","Oct 14, 2016","3.73M","23:30.9","16th"
"Illinois","Rogers, Grace","JR-3","DI Midwest Regional Preview","Oct 1, 2016","6K","23:39.3","52nd"
"Illinois","Rogers, Grace","JR-3","ROY GRIAK INVITATIONAL","Sep 24, 2016","6K","26:07.1","312nd"
"Illinois","Rogers, Grace","JR-3","Illini Challenge","Sep 2, 2016","4.965K","19:34.6","23rd"
"Illinois","Schulz, Morgan","SR-4","Big Ten Cross Country Championships","Oct 29, 2017","6K","23:09.0","100th"
"Illinois","Schulz, Morgan","SR-4","Louisville Classic","Sep 30, 2017","5K","18:25.5","164th"
"Illinois","Schulz, Morgan","SR-4","Big Ten Outdoor Championships","05/12 - May 14, 2017","4x400","3:45.15","9th (F)"
"Illinois","Schulz, Morgan","SR-4","2017 Drake Relays presented by Hy-Vee","04/26 - Apr 29, 2017","1600SMR","3:58.91","6th (F)"
"Illinois","Schulz, Morgan","SR-4","Illinois Twilight","Apr 22, 2017","800","2:17.37","12th (F)"
"Illinois","Schulz, Morgan","SR-4","Meyo Invitational 2016","02/05 - Feb 06, 2016","600","1:32.63","8th (F)"
"Illinois","Schulz, Morgan","SR-4","Border Battle","Jan 09, 2016","600","1:34.02","2nd (F)"
"Illinois","Schulz, Morgan","SR-4","EIU Early Bird 2015","Dec 11, 2015","4x400","3:53.28","1st (F)"
"Illinois","Stapleton, Katie","SO-2","NCAA Division I Midwest Region Cross Country Championships","Nov 09, 2018","6K","22:38.1","151st"
"Illinois","Stapleton, Katie","SO-2","Big Ten Championships","Oct 28, 2018","6K","22:59.4","102nd"
"Illinois","Stapleton, Katie","SO-2","Bradley Pink Classic","Oct 12, 2018","6K","22:15.2","106th"
"Illinois","Stapleton, Katie","SO-2","Loyola Lakefront Collegiate Invitational","Sep 29, 2018","5K","18:14.8","63rd"
"Illinois","Stapleton, Katie","SO-2","Vanderbilt Commodore Classic","Sep 15, 2018","5K","19:01.6","75th"
"Illinois","Stapleton, Katie","SO-2","2018 Kip Janvrin Open","04/26 - Apr 27, 2018","5000","18:00.28","6th (F)"
"Illinois","Stapleton, Katie","SO-2","Illinois Twilight","Apr 14, 2018","5000","18:03.49","4th (F)"
"Illinois","Stapleton, Katie","SO-2","Ole Miss Classic","Mar 31, 2018","800","2:29.96","23rd (F)"
"Illinois","Stapleton, Katie","SO-2","SIU Bill Cornell Spring Classic","03/23 - Mar 24, 2018","1500","5:00.50","33rd (F)"
"Illinois","Stapleton, Katie","SO-2","Illinois Orange & Blue Open","Feb 17, 2018","3000","10:25.01","6th (F)"
"Illinois","Stapleton, Katie","SO-2","2018 Rod McCravy Memorial Track & Field Meet","Feb 03, 2018","3000","10:30.33","8th (F)"
"Illinois","Stapleton, Katie","SO-2","Illini Classic","Jan 27, 2018","Mile","5:26.11","7th (F)"
"Illinois","Stapleton, Katie","SO-2","2018 Mark Colligan Memorial","Jan 20, 2018","3000","10:43.54","15th (F)"
"Illinois","Stapleton, Katie","SO-2","Illinois Open","Jan 13, 2018","3000","10:28.66","14th (F)"
"Illinois","Stapleton, Katie","SO-2","NCAA Division I Midwest Region Cross Country Championships","Nov 10, 2017","6K","22:59.8","194th"
"Illinois","Stapleton, Katie","SO-2","Big Ten Cross Country Championships","Oct 29, 2017","6K","23:11.4","101st"
"Illinois","Stapleton, Katie","SO-2","Nuttycombe Wisconsin Invitational Presented By Under Armour","Oct 13, 2017","6K","23:06.8","80th"
"Illinois","Stapleton, Katie","SO-2","Louisville Classic","Sep 30, 2017","5K","19:05.3","250th"
"Illinois","Stapleton, Katie","SO-2","Coast-To-Coast Battle in Beantown","Sep 22, 2017","5K","19:01.2","112nd"
"Illinois","Stapleton, Katie","SO-2","Walt Crawford Dual Illinois vs Bradley","Sep 01, 2017","3.1M","18:49.5","7th"
"Illinois","Stapleton, Katie","SO-2","Walt Crawford Dual Illinois vs Murray State","Sep 01, 2017","3.1M","18:49.5","7th"
"Illinois","Stapleton, Katie","SO-2","Walt Crawford Dual Illinois vs SIU Edwardsville","Sep 01, 2017","3.1M","18:49.5","7th"
"Illinois","Stapleton, Katie","SO-2","Walt Crawford Dual Illinois vs Southeast Missouri","Sep 01, 2017","3.1M","18:49.5","10th"
"Indiana","Allen, Margaret","SR-4","NCAA DI Cross Country Championships","Nov 17, 2018","6K","20:32.8","36th"
"Indiana","Allen, Margaret","SR-4","NCAA Division I Great Lakes Region Cross Country Championships","Nov 9, 2018","6K","20:44.3","8th"
"Indiana","Allen, Margaret","SR-4","Big Ten Championships","Oct 28, 2018","6K","20:21.0","9th"
"Indiana","Allen, Margaret","SR-4","Wisconsin Pre Nationals","Oct 13, 2018","6K","20:41.5","20th"
"Indiana","Allen, Margaret","SR-4","Nuttycombe Wisconsin Invitational Presented By Under Armour","Sep 28, 2018","6K","20:07.9","18th"
"Indiana","Allen, Margaret","SR-4","Iona College Paddy Doyle Meet of Champions","Sep 14, 2018","5K","17:43.3","3rd"
"Indiana","Allen, Margaret","SR-4","NCAA Division I Outdoor Championships","Jun 6-9, 2018","10,000","33:48.94","13th (F)"
"Indiana","Allen, Margaret","SR-4","NCAA East Preliminary Round","May 24-26, 2018","10,000","34:00.89","4th (P)"
"Indiana","Allen, Margaret","SR-4","Big Ten Championships","May 11-13, 2018","10,000","34:19.78","3rd (F)"
"Indiana","Allen, Margaret","SR-4","Penn Relays","Apr 26-28, 2018","3000","9:16.20","(F)"
"Indiana","Allen, Margaret","SR-4","Tennessee Relays","Apr 12, 2018","1500","4:32.51","14th (F)"
"Indiana","Allen, Margaret","SR-4","Stanford Invitational","Mar 30-31, 2018","5000","15:51.73","7th (F)"
