"team_name","team_selection2_name","team_selection2_year","team_selection2_selection3_name","team_selection2_selection3_Date","team_selection2_selection3_Event","team_selection2_selection3_Time","team_selection2_selection3_Place"
"Oklahoma","Merriweather, Dai'Lyn","RS/Una","Spire NCAA D-1 Indoor Track & Field Classic","Feb 9-10, 2018","200","24.81","10th (F)"
"Oklahoma","Merriweather, Dai'Lyn","RS/Una","2018 Frank Sevigne Husker Invite","Feb 2-3, 2018","4x400","3:42.58","2nd (F)"
"Oklahoma","Merriweather, Dai'Lyn","RS/Una","Penn State National","Jan 26-27, 2018","200","24.50","3rd (F)"
"Oklahoma","Merriweather, Dai'Lyn","RS/Una","Vanderbilt Invitational","Jan 19-20, 2018","4x400","3:46.62","8th (F)"
"Oklahoma","Merriweather, Dai'Lyn","RS/Una","Nittany Lion Challenge","Jan 13, 2018","4x400","3:45.16","3rd (F)"
"Oklahoma","Merriweather, Jai'Lyn","RS/Una","Big Ten Championships","May 11-13, 2018","4x400","3:43.41","11th (F)"
"Oklahoma","Merriweather, Jai'Lyn","RS/Una","Kehoe Twilight Meet 2018","May 4, 2018","200","(2.8)","6th (F)"
"Oklahoma","Merriweather, Jai'Lyn","RS/Una","Penn Relays","Apr 26-28, 2018","4x400","3:37.98","(F)"
"Oklahoma","Merriweather, Jai'Lyn","RS/Una","Virginia Challenge","Apr 20-21, 2018","4x400","3:39.58","1st (F)"
"Oklahoma","Merriweather, Jai'Lyn","RS/Una","Virginia v. Maryland, Bucknell, Georgetown","Apr 6, 2018","4x400","3:50.49","2nd (F)"
"Oklahoma","Merriweather, Jai'Lyn","RS/Una","Florida Relays","Mar 29-31, 2018","4x400","3:43.03","12th (P)"
"Oklahoma","Merriweather, Jai'Lyn","RS/Una","USF Bulls Invitational","Mar 22-23, 2018","4x400","3:40.49","1st (F)"
"Oklahoma","Merriweather, Jai'Lyn","RS/Una","Maryland Invitational","Mar 17, 2018","4x400","3:52.60","1st (F)"
"Oklahoma","Merriweather, Jai'Lyn","RS/Una","Big Ten Indoor Track and Field Championships","Feb 23-24, 2018","4x400","3:35.89","4th (F)"
"Oklahoma","Merriweather, Jai'Lyn","RS/Una","Spire NCAA D-1 Indoor Track & Field Classic","Feb 9-10, 2018","400","54.52","1st (F)"
"Oklahoma","Merriweather, Jai'Lyn","RS/Una","2018 Frank Sevigne Husker Invite","Feb 2-3, 2018","4x400","3:42.58","2nd (F)"
"Oklahoma","Merriweather, Jai'Lyn","RS/Una","Penn State National","Jan 26-27, 2018","500","1:12.36","1st (F)"
"Oklahoma","Merriweather, Jai'Lyn","RS/Una","Vanderbilt Invitational","Jan 19-20, 2018","4x400","3:46.62","8th (F)"
"Oklahoma","Merriweather, Jai'Lyn","RS/Una","Nittany Lion Challenge","Jan 13, 2018","4x400","3:45.16","3rd (F)"
"Oklahoma","O'Brien, Natalie","FR-1","","","","",""
"Oklahoma","Pointer, Khloe","FR-1","NCAA Division I Midwest Region Cross Country Championships","Nov 9, 2018","6K","22:54.4","164th"
"Oklahoma","Pointer, Khloe","FR-1","Big 12 Cross Country Championships","Oct 26, 2018","6K","22:31.7","62nd"
"Oklahoma","Pointer, Khloe","FR-1","Arturo Barrios Invitational","Oct 13, 2018","6K","23:36.8","143rd"
"Oklahoma","Pointer, Khloe","FR-1","2018 Joe Piane - Notre Dame Invitational","Sep 28, 2018","5K","19:19.9","145th"
"Oklahoma","Redwine, Hayley","SR-4","Big 12 Conference Outdoor Track and Field Championships","05/11 - May 13, 2018","5000","18:12.12","23rd (F)"
"Oklahoma","Redwine, Hayley","SR-4","John Jacobs Invitational","04/20 - Apr 21, 2018","1500","4:42.62","2nd (F)"
"Oklahoma","Redwine, Hayley","SR-4","Crimson Tide Invitational","04/06 - Apr 07, 2018","800","2:19.91","14th (F)"
"Oklahoma","Redwine, Hayley","SR-4","40th Annual Aztec Invitational","Mar 24, 2018","800","2:17.78","14th (F)"
"Oklahoma","Redwine, Hayley","SR-4","2018 TCU Invitational","03/16 - Mar 17, 2018","1500","4:46.58","12th (F)"
"Oklahoma","Redwine, Hayley","SR-4","Big 12 Indoor Track & Field Championships","02/23 - Feb 24, 2018","DMR","12:04.45","8th (F)"
"Oklahoma","Redwine, Hayley","SR-4","Tyson Invitational","02/09 - Feb 10, 2018","800","2:17.66","10th (F)"
"Oklahoma","Redwine, Hayley","SR-4","J.D. Martin Invitational","Feb 03, 2018","1000","3:04.27","2nd (F)"
"Oklahoma","Redwine, Hayley","SR-4","NCAA Division I Midwest Region Cross Country Championships","Nov 10, 2017","6K","22:10.0","140th"
"Oklahoma","Redwine, Hayley","SR-4","2017 Big 12 Cross Country Championship","Oct 28, 2017","6K","22:27.8","65th"
"Oklahoma","Redwine, Hayley","SR-4","Crimson Classic","Oct 13, 2017","6K","23:13.1","146th"
"Oklahoma","Redwine, Hayley","SR-4","Big 12 Outdoor Track & Field Championships","05/12 - May 14, 2017","1500","4:37.07","14th (P)"
"Oklahoma","Redwine, Hayley","SR-4","Penn Relays","04/27 - Apr 29, 2017","DMR","11:32.84","(F)"
"Oklahoma","Redwine, Hayley","SR-4","John Jacobs Invitational","04/21 - Apr 22, 2017","4x400","3:56.29","7th (F)"
"Oklahoma","Redwine, Hayley","SR-4","Rafer/JJK Invitational","Apr 08, 2017","1500","4:28.72","4th (F)"
"Oklahoma","Redwine, Hayley","SR-4","2017 90th Clyde Littlefield Texas Relays","03/29 - Apr 01, 2017","4x800","8:51.82","3rd (F)"
"Oklahoma","Redwine, Hayley","SR-4","Baldy Castillo Invitational","03/17 - Mar 18, 2017","800","2:12.93","8th (F)"
"Oklahoma","Redwine, Hayley","SR-4","Big 12 Indoor Track & Field Championships","02/24 - Feb 25, 2017","DMR","11:48.92","8th (F)"
"Oklahoma","Redwine, Hayley","SR-4","2017 Armory Track Invitational (Colleges)","02/03 - Feb 04, 2017","Mile","4:55.52","4th (F)"
"Oklahoma","Redwine, Hayley","SR-4","2017 Mark Colligan Memorial","Jan 21, 2017","800","2:13.33","3rd (F)"
"Oklahoma","Redwine, Hayley","SR-4","Sooner Opener","Jan 14, 2017","1000","2:58.24","1st (F)"
"Oklahoma","Redwine, Hayley","SR-4","NCAA Division I Midwest Region Cross Country Championships","Nov 11, 2016","6K","22:19.2","132nd"
"Oklahoma","Redwine, Hayley","SR-4","2016 Big 12 Cross Country Championships","Oct 29, 2016","6K","22:39.5","58th"
"Oklahoma","Redwine, Hayley","SR-4","ISU adidas Pre Nationals","Oct 15, 2016","6K","22:30.2","229th"
"Oklahoma","Redwine, Hayley","SR-4","Oklahoma John Jacobs Invitational","04/22 - Apr 23, 2016","Mile","5:01.45","7th (F)"
"Oklahoma","Redwine, Hayley","SR-4","Big 12 Indoor Track & Field Championships","02/26 - Feb 27, 2016","3000","10:07.10","34th (F)"
"Oklahoma","Redwine, Hayley","SR-4","Husky Classic","02/12 - Feb 13, 2016","3000","10:18.97","78th (F)"
"Oklahoma","Redwine, Hayley","SR-4","Texas A&M Quadrangular","Jan 23, 2016","3000","10:12.15","8th (F)"
"Oklahoma","Redwine, Hayley","SR-4","J.D. Martin Invitational","Jan 16, 2016","Mile","5:11.60","2nd (F)"
"Oklahoma","Redwine, Hayley","SR-4","Panorama Farms Invitational","Sep 26, 2015","5K","19:34.4","82nd"
"Oklahoma","Redwine, Hayley","SR-4","Ken Garland Invitational","Sep 12, 2015","5K","18:32.0","9th"
"Oklahoma","Redwine, Hayley","SR-4","2015 OBU Bison Invitational","Feb 14, 2015","Mile","5:18.50","6th (F)"
"Oklahoma","Russo, Abby","RS/Una","","","","",""
"Oklahoma","Washington, Symone","RS/Una","","","","",""
"Oklahoma","Williams, Abby","FR-1","","","","",""
"Oklahoma State","Baker, Grace","SR-4","NCAA DI Cross Country Championships","Nov 17, 2018","6K","21:24.9","144th"
"Oklahoma State","Baker, Grace","SR-4","NCAA Division I Midwest Region Cross Country Championships","Nov 9, 2018","6K","21:13.4","23rd"
"Oklahoma State","Baker, Grace","SR-4","Big 12 Cross Country Championships","Oct 26, 2018","6K","20:59.3","15th"
"Oklahoma State","Baker, Grace","SR-4","Arturo Barrios Invitational","Oct 13, 2018","6K","21:45.7","35th"
"Oklahoma State","Baker, Grace","SR-4","Nuttycombe Wisconsin Invitational Presented By Under Armour","Sep 28, 2018","6K","21:44.6","155th"
"Oklahoma State","Baker, Grace","SR-4","Arkansas Qualifier","Feb 16, 2018","3000","10:17.01","4th (F)"
"Oklahoma State","Baker, Grace","SR-4","DeLoss Dodds Invitational","Feb 2-3, 2018","3000","10:36.74","(F)"
"Oklahoma State","Baker, Grace","SR-4","Razorback Invitational","Jan 26-27, 2018","3000","10:28.27","25th (F)"
"Oklahoma State","Ballner, Ariane","SO-2","NCAA DI Cross Country Championships","Nov 17, 2018","6K","21:34.8","168th"
"Oklahoma State","Ballner, Ariane","SO-2","NCAA Division I Midwest Region Cross Country Championships","Nov 9, 2018","6K","21:19.6","28th"
"Oklahoma State","Ballner, Ariane","SO-2","Big 12 Cross Country Championships","Oct 26, 2018","6K","20:58.4","14th"
"Oklahoma State","Ballner, Ariane","SO-2","Arturo Barrios Invitational","Oct 13, 2018","6K","21:35.6","27th"
"Oklahoma State","Ballner, Ariane","SO-2","Nuttycombe Wisconsin Invitational Presented By Under Armour","Sep 28, 2018","6K","21:33.6","135th"
"Oklahoma State","Ballner, Ariane","SO-2","NCAA West Preliminary Round","May 24-26, 2018","1500","4:21.51","21st (P)"
"Oklahoma State","Ballner, Ariane","SO-2","Big 12 Conference Outdoor Track and Field Championships","May 11-13, 2018","1500","4:29.30","2nd (P)"
"Oklahoma State","Ballner, Ariane","SO-2","National Relay Championships","Apr 27-28, 2018","4x1500","17:45.75","1st (F)"
"Oklahoma State","Ballner, Ariane","SO-2","Stanford Invitational","Mar 30-31, 2018","1500","4:20.88","4th (F)"
"Oklahoma State","Ballner, Ariane","SO-2","NCAA Division I Indoor Track & Field Championships","Mar 9-10, 2018","DMR","11:04.65","6th (F)"
"Oklahoma State","Ballner, Ariane","SO-2","Big 12 Indoor Track & Field Championships","Feb 23-24, 2018","DMR","11:16.18","2nd (F)"
"Oklahoma State","Ballner, Ariane","SO-2","2018 Alex Wilson Invitational","Feb 17, 2018","DMR","11:01.55","4th (F)"
"Oklahoma State","Ballner, Ariane","SO-2","2018 Husky Classic","Feb 9-10, 2018","4x400","3:49.51","5th (F)"
"Oklahoma State","Ballner, Ariane","SO-2","Razorback Invitational","Jan 26-27, 2018","4x400","3:43.59","9th (F)"
"Oklahoma State","Ballner, Ariane","SO-2","Corky Classic","Jan 13, 2018","4x400","3:54.05","9th (F)"
"Oklahoma State","Ballner, Ariane","SO-2","2017 Big 12 Cross Country Championship","Oct 28, 2017","6K","21:47.8","45th"
"Oklahoma State","Ballner, Ariane","SO-2","Penn State National Open","Oct 13, 2017","6K","21:29.8","51st"
"Oklahoma State","Ballner, Ariane","SO-2","OSU Cowboy Jamboree Women's 6K (Orange)","Sep 30, 2017","6K","22:04.1","31st"
"Oklahoma State","Ballner, Ariane","SO-2","Cowboy Preview - Oklahoma State vs Arkansas","Sep 1, 2017","3K","10:50.6","3rd"
"Oklahoma State","Ballner, Ariane","SO-2","Cowboy Preview - Oklahoma State vs Oklahoma","Sep 1, 2017","3K","10:50.6","4th"
"Oklahoma State","Ballner, Ariane","SO-2","Cowboy Preview - Oklahoma State vs Tulsa","Sep 1, 2017","3K","10:50.6","1st"
"Oklahoma State","Ballner, Ariane","SO-2","Big 12 Outdoor Track & Field Championships","May 12-14, 2017","1500","4:32.24","9th (P)"
"Oklahoma State","Ballner, Ariane","SO-2","Arkansas Twilight","May 5, 2017","800","2:10.01","5th (F)"
"Oklahoma State","Ballner, Ariane","SO-2","Stanford Cardinal Classic","Apr 21-22, 2017","1500","4:28.54","5th (F)"
"Oklahoma State","Ballner, Ariane","SO-2","Stanford Invitational","Mar 31 - Apr 1, 2017","1500","4:28.79","5th (F)"
"Oklahoma State","Ballner, Ariane","SO-2","Arkansas Spring Invitational","Mar 24-25, 2017","4x400","4:00.76","9th (F)"
"Oklahoma State","Ballner, Ariane","SO-2","Big 12 Indoor Track & Field Championships","Feb 24-25, 2017","1000","2:49.44","8th (P)"
"Oklahoma State","Ballner, Ariane","SO-2","2017 Husky Classic","Feb 10-11, 2017","4x400","3:59.28","12th (F)"
"Oklahoma State","Ballner, Ariane","SO-2","Razorback Invitational","Jan 27-28, 2017","4x400","3:56.88","14th (F)"
"Oklahoma State","Ballner, Ariane","SO-2","2017 Holiday Inn Invitational","Jan 13-14, 2017","4x400","3:52.23","4th (F)"
"Oklahoma State","Ballner, Ariane","SO-2","Kansas State Winter Invitational","Dec 10, 2016","1000","2:54.45","3rd (F)"
"Oklahoma State","Born, Molly","FR-1","NCAA DI Cross Country Championships","Nov 17, 2018","6K","21:46.2","186th"
"Oklahoma State","Born, Molly","FR-1","NCAA Division I Midwest Region Cross Country Championships","Nov 9, 2018","6K","21:35.3","51st"
"Oklahoma State","Born, Molly","FR-1","Big 12 Cross Country Championships","Oct 26, 2018","6K","21:00.3","16th"
"Oklahoma State","Born, Molly","FR-1","Arturo Barrios Invitational","Oct 13, 2018","6K","21:12.9","17th"
"Oklahoma State","Born, Molly","FR-1","Nuttycombe Wisconsin Invitational Presented By Under Armour","Sep 28, 2018","6K","20:50.7","59th"
"Oklahoma State","Celis, Jenny","SR-4","NCAA Division I Midwest Region Cross Country Championships","Nov 9, 2018","6K","22:04.6","101st"
"Oklahoma State","Celis, Jenny","SR-4","Big 12 Cross Country Championships","Oct 26, 2018","6K","21:20.2","28th"
"Oklahoma State","Celis, Jenny","SR-4","Nuttycombe Wisconsin Invitational Presented By Under Armour","Sep 28, 2018","6K","21:41.6","24th"
"Oklahoma State","Celis, Jenny","SR-4","NCAA West Preliminary Round","May 24-26, 2018","1500","4:21.17","10th (P)"
"Oklahoma State","Celis, Jenny","SR-4","Big 12 Conference Outdoor Track and Field Championships","May 11-13, 2018","800","2:09.63","11th (P)"
"Oklahoma State","Celis, Jenny","SR-4","Arkansas Twilight","May 4, 2018","800","2:08.23","2nd (F)"
"Oklahoma State","Celis, Jenny","SR-4","National Relay Championships","Apr 27-28, 2018","DMR","11:47.47","6th (F)"
"Oklahoma State","Celis, Jenny","SR-4","2018 Cardinal Classic","Apr 20-21, 2018","1500","4:24.96","4th (F)"
"Oklahoma State","Celis, Jenny","SR-4","Stanford Invitational","Mar 30-31, 2018","1500","4:26.64","3rd (F)"
"Oklahoma State","Celis, Jenny","SR-4","Arkansas Spring Invitational","Mar 23-24, 2018","4x400","4:01.21","8th (F)"
"Oklahoma State","Celis, Jenny","SR-4","Big 12 Indoor Track & Field Championships","Feb 23-24, 2018","1000","2:50.24","7th (P)"
"Oklahoma State","Celis, Jenny","SR-4","2018 Husky Classic","Feb 9-10, 2018","Mile","4:57.22","48th (F)"
"Oklahoma State","Celis, Jenny","SR-4","Razorback Invitational","Jan 26-27, 2018","800","2:12.67","21st (F)"
"Oklahoma State","Celis, Jenny","SR-4","2017 Big 12 Cross Country Championship","Oct 28, 2017","6K","22:09.5","56th"
"Oklahoma State","Celis, Jenny","SR-4","Penn State National Open","Oct 13, 2017","6K","21:45.4","68th"
"Oklahoma State","Celis, Jenny","SR-4","OSU Cowboy Jamboree Women's 6K (Orange)","Sep 30, 2017","6K","22:53.7","56th"
"Oklahoma State","Celis, Jenny","SR-4","Cowboy Preview - Oklahoma State vs Arkansas","Sep 1, 2017","3K","11:31.8","13th"
"Oklahoma State","Celis, Jenny","SR-4","Cowboy Preview - Oklahoma State vs Oklahoma","Sep 1, 2017","3K","11:31.8","13th"
"Oklahoma State","Celis, Jenny","SR-4","Cowboy Preview - Oklahoma State vs Tulsa","Sep 1, 2017","3K","11:31.8","11th"
"Oklahoma State","Celis, Jenny","SR-4","Stanford Invitational","Mar 31 - Apr 1, 2017","1500","4:42.47","12th (F)"
"Oklahoma State","Celis, Jenny","SR-4","Big 12 Indoor Track & Field Championships","Feb 24-25, 2017","3000","10:13.83","34th (F)"
"Oklahoma State","Celis, Jenny","SR-4","2017 Husky Classic","Feb 10-11, 2017","Mile","4:44.47","20th (F)"
"Oklahoma State","Celis, Jenny","SR-4","Razorback Invitational","Jan 27-28, 2017","DMR","11:51.33","5th (F)"
"Oklahoma State","Celis, Jenny","SR-4","Kansas State DeLoss Dodds Invitational","Jan 20-21, 2017","4x400","4:02.42","3rd (F)"
"Oklahoma State","Celis, Jenny","SR-4","Penn State National Open","Oct 14, 2016","6K","22:43.9","174th"
"Oklahoma State","Celis, Jenny","SR-4","OSU Cowboy Jamboree","Sep 24, 2016","6K","19:15.2","18th"
"Oklahoma State","Celis, Jenny","SR-4","NCAA Division I West Preliminary Round","May 26-28, 2016","1500","4:28.00","26th (P)"
"Oklahoma State","Celis, Jenny","SR-4","Big 12 Outdoor Track & Field Championships","May 13-15, 2016","1500","4:23.54","7th (P)"
"Oklahoma State","Celis, Jenny","SR-4","Arkansas Twilight","May 6, 2016","800","2:08.25","4th (F)"
"Oklahoma State","Celis, Jenny","SR-4","Stanford Twilight","Apr 22, 2016","1500","4:22.77","11th (F)"
"Oklahoma State","Celis, Jenny","SR-4","Jim Click Shootout","Apr 9, 2016","4x400","3:55.51","7th (F)"
"Oklahoma State","Celis, Jenny","SR-4","Big 12 Indoor Track & Field Championships","Feb 26-27, 2016","DMR","11:30.65","1st (F)"
"Oklahoma State","Celis, Jenny","SR-4","Husky Classic","Feb 12-13, 2016","Mile","4:47.07","20th (F)"
"Oklahoma State","Celis, Jenny","SR-4","Razorback Invitational","Jan 29-30, 2016","Mile","DNF","11th (F)"
"Oklahoma State","Celis, Jenny","SR-4","Cowboy Jamboree","Sep 26, 2015","6K","24:08.3","50th"
"Oklahoma State","Celis, Jenny","SR-4","NCAA Division I Indoor Track & Field Championships","Mar 13-14, 2015","Mile","4:57.36","15th (P)"
"Oklahoma State","Celis, Jenny","SR-4","Big 12 Indoor Track & Field Championships","Feb 27-28, 2015","DMR","11:16.86","1st (F)"
"Oklahoma State","Celis, Jenny","SR-4","Alex Wilson Invitational","Feb 21, 2015","DMR","11:08.13","7th (F)"
"Oklahoma State","Celis, Jenny","SR-4","2015 UW Husky Classic","Feb 13, 2015","Mile","4:40.69","11th (F)"
"Oklahoma State","Celis, Jenny","SR-4","Razorback Invitational","Jan 30-31, 2015","4x400","DQ","10th (F)"
"Oklahoma State","Celis, Jenny","SR-4","KSU Deloss Dodds Triple Dual","Jan 24, 2015","4x400","DNF",""
"Oklahoma State","Celis, Jenny","SR-4","Kansas State Winter Invitational","Dec 13, 2014","4x400","3:58.92","4th (F)"
"Oklahoma State","Celis, Jenny","SR-4","Cowboy Jamboree","Sep 27, 2014","5K","19:12.5","7th"
"Oklahoma State","Dodd, Kaylee","SR-4","NCAA DI Cross Country Championships","Nov 17, 2018","6K","21:08.8","111st"
"Oklahoma State","Dodd, Kaylee","SR-4","NCAA Division I Midwest Region Cross Country Championships","Nov 9, 2018","6K","21:34.1","49th"
"Oklahoma State","Dodd, Kaylee","SR-4","Big 12 Cross Country Championships","Oct 26, 2018","6K","20:53.5","12th"
"Oklahoma State","Dodd, Kaylee","SR-4","Arturo Barrios Invitational","Oct 13, 2018","6K","21:26.6","21st"
"Oklahoma State","Dodd, Kaylee","SR-4","Nuttycombe Wisconsin Invitational Presented By Under Armour","Sep 28, 2018","6K","21:23.5","116th"
"Oklahoma State","Dodd, Kaylee","SR-4","NCAA West Preliminary Round","May 24-26, 2018","800","2:06.89","5th (P)"
"Oklahoma State","Dodd, Kaylee","SR-4","Big 12 Conference Outdoor Track and Field Championships","May 11-13, 2018","800","2:07.54","6th (P)"
"Oklahoma State","Dodd, Kaylee","SR-4","National Relay Championships","Apr 27-28, 2018","4x1500","17:45.75","1st (F)"
"Oklahoma State","Dodd, Kaylee","SR-4","2018 Cardinal Classic","Apr 20-21, 2018","1500","4:27.41","8th (F)"
"Oklahoma State","Dodd, Kaylee","SR-4","Stanford Invitational","Mar 30-31, 2018","1500","4:34.66","8th (F)"
"Oklahoma State","Dodd, Kaylee","SR-4","NCAA Division I Indoor Track & Field Championships","Mar 9-10, 2018","DMR","11:04.65","6th (F)"
"Oklahoma State","Dodd, Kaylee","SR-4","Big 12 Indoor Track & Field Championships","Feb 23-24, 2018","DMR","11:16.18","2nd (F)"
"Oklahoma State","Dodd, Kaylee","SR-4","2018 Alex Wilson Invitational","Feb 17, 2018","DMR","11:01.55","4th (F)"
"Oklahoma State","Dodd, Kaylee","SR-4","Iowa State Classic","Feb 9-10, 2018","800","2:04.52","1st (F)"
"Oklahoma State","Dodd, Kaylee","SR-4","Razorback Invitational","Jan 26-27, 2018","4x400","4:02.61","11th (F)"
"Oklahoma State","Dodd, Kaylee","SR-4","Corky Classic","Jan 13, 2018","4x400","3:54.05","9th (F)"
"Oklahoma State","Dodd, Kaylee","SR-4","NCAA Division I Cross Country Championships","Nov 18, 2017","6K","21:53.6","226th"
"Oklahoma State","Dodd, Kaylee","SR-4","NCAA Division I Midwest Region Cross Country Championships","Nov 10, 2017","6K","20:47.2","21st"
"Oklahoma State","Dodd, Kaylee","SR-4","2017 Big 12 Cross Country Championship","Oct 28, 2017","6K","21:25.5","34th"
"Oklahoma State","Dodd, Kaylee","SR-4","Penn State National Open","Oct 13, 2017","6K","21:17.3","35th"
"Oklahoma State","Dodd, Kaylee","SR-4","OSU Cowboy Jamboree Women's 6K (Orange)","Sep 30, 2017","6K","23:13.2","68th"
"Oklahoma State","Dodd, Kaylee","SR-4","NCAA Division I Outdoor Track & Field Championships","Jun 7-10, 2017","800","2:04.35","2nd (P)"
"Oklahoma State","Dodd, Kaylee","SR-4","NCAA Division I West Preliminary Round","May 25-27, 2017","800","2:07.29","3rd (P)"
"Oklahoma State","Dodd, Kaylee","SR-4","Big 12 Outdoor Track & Field Championships","May 12-14, 2017","800","2:08.48","2nd (P)"
"Oklahoma State","Dodd, Kaylee","SR-4","2017 Drake Relays presented by Hy-Vee","Apr 26-29, 2017","DMR","11:18.20","1st (F)"
"Oklahoma State","Dodd, Kaylee","SR-4","Bryan Clay Invite","Apr 13-14, 2017","800","2:05.15","3rd (F)"
"Oklahoma State","Dodd, Kaylee","SR-4","Stanford Invitational","Mar 31 - Apr 1, 2017","1500","4:20.09","8th (F)"
"Oklahoma State","Dodd, Kaylee","SR-4","NCAA Division I Indoor Track & Field Championships","Mar 10-11, 2017","800","2:05.82","9th (P)"
"Oklahoma State","Dodd, Kaylee","SR-4","Big 12 Indoor Track & Field Championships","Feb 24-25, 2017","DMR","11:19.02","1st (F)"
"Oklahoma State","Dodd, Kaylee","SR-4","Arkansas Qualifier","Feb 17, 2017","4x400","DQ","1st (F)"
"Oklahoma State","Dodd, Kaylee","SR-4","2017 Husky Classic","Feb 10-11, 2017","800","2:08.26","15th (F)"
"Oklahoma State","Dodd, Kaylee","SR-4","Razorback Invitational","Jan 27-28, 2017","4x400","3:56.88","14th (F)"
"Oklahoma State","Dodd, Kaylee","SR-4","2017 Holiday Inn Invitational","Jan 13-14, 2017","4x400","3:52.94","5th (F)"
"Oklahoma State","Dodd, Kaylee","SR-4","2016 Big 12 Cross Country Championships","Oct 29, 2016","6K","22:44.7","59th"
"Oklahoma State","Dodd, Kaylee","SR-4","Penn State National Open","Oct 14, 2016","6K","21:43.4","78th"
"Oklahoma State","Dodd, Kaylee","SR-4","OSU Cowboy Jamboree","Sep 24, 2016","6K","19:13.2","16th"
"Oklahoma State","Dodd, Kaylee","SR-4","NCAA Division I West Preliminary Round","May 26-28, 2016","800","2:11.38","36th (P)"
"Oklahoma State","Dodd, Kaylee","SR-4","Big 12 Outdoor Track & Field Championships","May 13-15, 2016","800","2:06.07","1st (P)"
"Oklahoma State","Dodd, Kaylee","SR-4","Penn Relays","Apr 28-30, 2016","DMR","11:17.94","(F)"
"Oklahoma State","Dodd, Kaylee","SR-4","Bryan Clay Invitational","Apr 14-15, 2016","800","2:06.55","4th (F)"
"Oklahoma State","Dodd, Kaylee","SR-4","Stanford Invitational","Apr 1-2, 2016","800","2:07.31","14th (F)"
"Oklahoma State","Dodd, Kaylee","SR-4","Arkansas Spring Invitational","Mar 25-26, 2016","4x400","3:47.55","6th (F)"
"Oklahoma State","Dodd, Kaylee","SR-4","University of Tulsa Duels","Mar 18-19, 2016","400","58.43","1st (F)"
"Oklahoma State","Dodd, Kaylee","SR-4","Texas A&M Team Invitational","Jan 15-16, 2016","Mile","5:09.86","17th (F)"
"Oklahoma State","Dodd, Kaylee","SR-4","NCAA Division I West Preliminary Round","May 28-30, 2015","800","2:09.42","11th (P)"
"Oklahoma State","Dodd, Kaylee","SR-4","Big 12 Outdoor Track & Field Championships","May 15-17, 2015","800","2:07.77","4th (P)"
"Oklahoma State","Dodd, Kaylee","SR-4","Arkansas Twilight","May 1, 2015","800","2:15.96","5th (F)"
"Oklahoma State","Dodd, Kaylee","SR-4","2015 Drake Relays presented by Hy-Vee","Apr 22-26, 2015","4x800","8:27.88","1st (F)"
"Oklahoma State","Dodd, Kaylee","SR-4","Mt. SAC Relays","Apr 16-18, 2015","800","2:08.28","10th (F)"
"Oklahoma State","Dodd, Kaylee","SR-4","2015 Clyde Littlefield Texas Relays","Mar 25-28, 2015","1600SMR","4:03.48","11th (F)"
"Oklahoma State","Dodd, Kaylee","SR-4","Big 12 Indoor Track & Field Championships","Feb 27-28, 2015","DMR","11:16.86","1st (F)"
"Oklahoma State","Dodd, Kaylee","SR-4","2015 UW Husky Classic","Feb 13, 2015","800","2:06.30","10th (F)"
"Oklahoma State","Dodd, Kaylee","SR-4","Razorback Invitational","Jan 30-31, 2015","4x400","DQ","18th (F)"
"Oklahoma State","Dodd, Kaylee","SR-4","KSU Deloss Dodds Triple Dual","Jan 24, 2015","4x400","DNF",""
"Oklahoma State","Dodd, Kaylee","SR-4","Holiday Inn Invite","Jan 16-17, 2015","4x400","3:53.29","4th (F)"
"Oklahoma State","Dodd, Kaylee","SR-4","Bronco Invitational (Invite Section)","Oct 18, 2014","6K","21:32.9","45th"
"Oklahoma State","Dodd, Kaylee","SR-4","Cowboy Jamboree","Sep 27, 2014","5K","19:16.1","9th"
"Oklahoma State","Esposito, Ariel","FR-1","","","","",""
"Oklahoma State","Gabel, Kambri","SO-2","DeLoss Dodds Invitational","Feb 2-3, 2018","1000","3:29.19","5th (F)"
"Oklahoma State","Gabel, Kambri","SO-2","K-State Winter Invitational","Dec 9, 2017","1000","3:27.37","11th (F)"
"Oklahoma State","Gabel, Kambri","SO-2","OSU Cowboy Jamboree Women's 6K (Orange)","Sep 30, 2017","6K","25:13.7","90th"
"Oklahoma State","Gabel, Kambri","SO-2","Cowboy Preview - Oklahoma State vs Arkansas","Sep 1, 2017","3K","12:23.1","25th"
"Oklahoma State","Gabel, Kambri","SO-2","Cowboy Preview - Oklahoma State vs Oklahoma","Sep 1, 2017","3K","12:23.1","23rd"
"Oklahoma State","Gabel, Kambri","SO-2","Cowboy Preview - Oklahoma State vs Tulsa","Sep 1, 2017","3K","12:23.1","20th"
"Oklahoma State","Geissler, Haley","JR-3","Arturo Barrios Invitational","Oct 13, 2018","6K","23:34.5","142nd"
"Oklahoma State","Geissler, Haley","JR-3","Big 12 Conference Outdoor Track and Field Championships","May 11-13, 2018","1500","4:53.44","20th (P)"
"Oklahoma State","Geissler, Haley","JR-3","National Relay Championships","Apr 27-28, 2018","1500","4:45.06","27th (F)"
"Oklahoma State","Geissler, Haley","JR-3","John McDonnell Invitational","Apr 13-14, 2018","1500","4:42.49","18th (F)"
"Oklahoma State","Geissler, Haley","JR-3","2018 Jimmy John's ORU Invite","Mar 31, 2018","800","2:18.45","8th (F)"
