"selection1_name","selection1_selection2_name","selection1_selection2_year","selection1_selection2_selection3_name","selection1_selection2_selection3_Date","selection1_selection2_selection3_Event","selection1_selection2_selection3_Time","selection1_selection2_selection3_Place"
"Baylor","Meadows, Jeremy","SO-2","2017 Big 12 Cross Country Championship","Oct 28, 2017","8K","25:41.7","60th"
"Baylor","Meadows, Jeremy","SO-2","adidas DI Pre Nationals","Oct 14, 2017","8K","25:35.3","237th"
"Baylor","Meadows, Jeremy","SO-2","Joe Piane Notre Dame Invitational","Sep 29, 2017","5M","25:59.4","144th"
"Baylor","Meadows, Jeremy","SO-2","North Texas Ken Garland Invitational","Sep 16, 2017","4M","20:48.2","7th"
"Baylor","Sandlund, Jonathan","FR-1","Big 12 Cross Country Championships","Oct 26, 2018","8K","27:26.6","70th"
"Baylor","Sandlund, Jonathan","FR-1","Arturo Barrios Invitational","Oct 13, 2018","8K","30:04.4","219th"
"Baylor","Sandlund, Jonathan","FR-1","2018 Joe Piane - Notre Dame Invitational","Sep 28, 2018","5M","26:40.3","79th"
"Baylor","Sandlund, Jonathan","FR-1","UTA Gerald Richey Invitational","Sep 7, 2018","3.12M","16:14.9","13th"
"Baylor","Sandlund, Jonathan","FR-1","Bear Twilight","Aug 31, 2018","6K","19:37.3","36th"
"Baylor","Sandlund, Jonathan","FR-1","Big 12 Conference Outdoor Track and Field Championships","May 11-13, 2018","800","1:59.06","14th (P)"
"Baylor","Sandlund, Jonathan","FR-1","Michael Johnson Invitational","Apr 21, 2018","800","1:58.24","13th (F)"
"Baylor","Sandlund, Jonathan","FR-1","Baylor Invitational","Apr 7, 2018","800","1:58.46","5th (F)"
"Baylor","Sandlund, Jonathan","FR-1","Roadrunner Invitational","Mar 22-24, 2018","1500","4:10.49","13th (F)"
"Baylor","Sandlund, Jonathan","FR-1","2018 TCU Invitational","Mar 16-17, 2018","800","1:58.21","11th (F)"
"Baylor","Sandlund, Jonathan","FR-1","Big 12 Indoor Track & Field Championships","Feb 23-24, 2018","DMR","10:21.67","8th (F)"
"Baylor","Sandlund, Jonathan","FR-1","Iowa State Classic","Feb 9-10, 2018","800","1:58.83","57th (F)"
"Baylor","Sandlund, Jonathan","FR-1","Michigan Power 5 Invitational","Feb 2-3, 2018","DMR","DNF","13th (F)"
"Baylor","Sandlund, Jonathan","FR-1","Texas A&M Quadrangular","Jan 20, 2018","4x400","3:18.12","7th (F)"
"Baylor","Sandlund, Jonathan","FR-1","Corky Classic","Jan 13, 2018","1000","2:35.19","12th (F)"
"Baylor","Sugg, TJ","SO-2","NCAA Division I South Central Region Cross Country Championships","Nov 9, 2018","10K","34:04.3","79th"
"Baylor","Sugg, TJ","SO-2","Big 12 Cross Country Championships","Oct 26, 2018","8K","25:29.8","35th"
"Baylor","Sugg, TJ","SO-2","Arturo Barrios Invitational","Oct 13, 2018","8K","27:24.6","163rd"
"Baylor","Sugg, TJ","SO-2","2018 Joe Piane - Notre Dame Invitational","Sep 28, 2018","5M","25:13.7","21st"
"Baylor","Sugg, TJ","SO-2","UTA Gerald Richey Invitational","Sep 7, 2018","3.12M","16:02.6","6th"
"Baylor","Sugg, TJ","SO-2","Bear Twilight","Aug 31, 2018","6K","18:43.9","8th"
"Baylor","Sugg, TJ","SO-2","Michael Johnson Invitational","Apr 21, 2018","4x400","3:17.14","10th (F)"
"Baylor","Sugg, TJ","SO-2","Baylor Invitational","Apr 7, 2018","800","1:58.16","4th (F)"
"Baylor","Sugg, TJ","SO-2","Home Depot Clyde Littlefield Texas Relays","Mar 28-31, 2018","DMR","10:03.66","10th (F)"
"Baylor","Sugg, TJ","SO-2","Roadrunner Invitational","Mar 22-24, 2018","4x400","3:15.92","7th (F)"
"Baylor","Sugg, TJ","SO-2","2018 TCU Invitational","Mar 16-17, 2018","800","1:57.73","7th (F)"
"Baylor","Sugg, TJ","SO-2","Big 12 Indoor Track & Field Championships","Feb 23-24, 2018","DMR","10:21.67","8th (F)"
"Baylor","Sugg, TJ","SO-2","Iowa State Classic","Feb 9-10, 2018","Mile","4:20.70","45th (F)"
"Baylor","Sugg, TJ","SO-2","Michigan Power 5 Invitational","Feb 2-3, 2018","DMR","DNF","23rd (F)"
"Baylor","Sugg, TJ","SO-2","Texas A&M Quadrangular","Jan 20, 2018","800","1:57.69","10th (F)"
"Baylor","Sugg, TJ","SO-2","Corky Classic","Jan 13, 2018","1000","2:32.15","7th (F)"
"Baylor","Sugg, TJ","SO-2","NCAA Division I South Central Region Cross Country Championships","Nov 10, 2017","10K","32:21.6","91st"
"Baylor","Sugg, TJ","SO-2","2017 Big 12 Cross Country Championship","Oct 28, 2017","8K","25:12.8","46th"
"Baylor","Sugg, TJ","SO-2","adidas DI Pre Nationals","Oct 14, 2017","8K","24:43.2","126th"
"Baylor","Sugg, TJ","SO-2","Joe Piane Notre Dame Invitational","Sep 29, 2017","5M","25:45.0","129th"
"Baylor","Sugg, TJ","SO-2","North Texas Ken Garland Invitational","Sep 16, 2017","4M","20:46.1","5th"
"Baylor","Sugg, TJ","SO-2","North Texas vs Baylor (Men)","Sep 1, 2017","6K","18:16.3","3rd"
"Baylor","Sugg, TJ","SO-2","TCU vs Baylor","Sep 1, 2017","6K","18:16.3","3rd"
"Baylor","Sugg, TJ","SO-2","Big 12 Outdoor Track & Field Championships","May 12-14, 2017","1500","4:01.23","18th (P)"
"Baylor","Sugg, TJ","SO-2","Michael Johnson Invitational","Apr 22, 2017","1500","3:59.46","6th (F)"
"Baylor","Sugg, TJ","SO-2","Baylor Invitational","Apr 8, 2017","4x400","3:32.57","12th (F)"
"Baylor","Sugg, TJ","SO-2","2017 90th Clyde Littlefield Texas Relays","Mar 29 - Apr 1, 2017","4x800","7:33.97","4th (F)"
"Baylor","Sugg, TJ","SO-2","2017 TCU Invitational","Mar 17-18, 2017","1500","4:02.42","5th (F)"
"Baylor","Sugg, TJ","SO-2","Big 12 Indoor Track & Field Championships","Feb 24-25, 2017","Mile","4:11.74","8th (P)"
"Baylor","Sugg, TJ","SO-2","Tyson Invitational","Feb 10-11, 2017","Mile","4:09.81","5th (F)"
"Baylor","Sugg, TJ","SO-2","Charlie Thomas Invitational","Feb 3-4, 2017","Mile","4:10.16","5th (F)"
"Baylor","Sugg, TJ","SO-2","2017 Rod McCravy Memorial T&F Meet","Jan 20-21, 2017","Mile","4:14.44","14th (F)"
"Baylor","Sugg, TJ","SO-2","Texas A&M Team Invitational","Jan 13-14, 2017","DMR","10:10.10","4th (F)"
"Iowa State","Black, Zach","SO-2","NCAA DI Cross Country Championships","Nov 17, 2018","10K","32:36.2","232nd"
"Iowa State","Black, Zach","SO-2","NCAA Division I Midwest Region Cross Country Championships","Nov 9, 2018","10K","33:19.5","123rd"
"Iowa State","Black, Zach","SO-2","Big 12 Cross Country Championships","Oct 26, 2018","8K","DNF",""
"Iowa State","Black, Zach","SO-2","Big 12 Conference Outdoor Track and Field Championships","May 11-13, 2018","1500","3:52.42","6th (P)"
"Iowa State","Black, Zach","SO-2","2018 Drake Relays presented by Hy-Vee","Apr 25-28, 2018","DMR","9:42.95","2nd (F)"
"Iowa State","Black, Zach","SO-2","Drake Relays presented by Hy-Vee","Apr 25-28, 2018","DMR","9:42.95","2nd (F)"
"Iowa State","Black, Zach","SO-2","39th Sun Angel Classic","Apr 5-7, 2018","800","1:50.76","1st (F)"
"Iowa State","Black, Zach","SO-2","Stanford Invitational","Mar 30-31, 2018","1500","3:49.73","6th (F)"
"Iowa State","Black, Zach","SO-2","Big 12 Indoor Track & Field Championships","Feb 23-24, 2018","DMR","9:50.65","3rd (F)"
"Iowa State","Black, Zach","SO-2","2018 Alex Wilson Invitational","Feb 17, 2018","DMR","9:32.14","7th (F)"
"Iowa State","Black, Zach","SO-2","Iowa State Classic","Feb 9-10, 2018","800","1:51.32","28th (F)"
"Iowa State","Black, Zach","SO-2","Boston Univ. Bruce Lehane Scarlet and White Invitational","Feb 3, 2018","1000","2:27.35","3rd (F)"
"Iowa State","Black, Zach","SO-2","Larry Wieczorek Invitational","Jan 19-20, 2018","1000","2:28.37","5th (F)"
"Iowa State","Black, Zach","SO-2","Hawkeye Invitational","Jan 12-13, 2018","1000","2:28.22","3rd (F)"
"Iowa State","Black, Zach","SO-2","2017 Big 12 Cross Country Championship","Oct 28, 2017","8K","24:43.5","25th"
"Iowa State","Black, Zach","SO-2","Nuttycombe Wisconsin Invitational Presented By Under Armour","Oct 13, 2017","8K","26:06.0","65th"
"Iowa State","Black, Zach","SO-2","Hawkeye Invitational - Creighton vs Iowa State","Sep 1, 2017","6K","18:26.6","16th"
"Iowa State","Black, Zach","SO-2","Hawkeye Invitational - Drake vs Iowa State","Sep 1, 2017","6K","18:26.6","16th"
"Iowa State","Black, Zach","SO-2","Hawkeye Invitational - Illinois State vs Iowa State","Sep 1, 2017","6K","18:26.6","16th"
"Iowa State","Black, Zach","SO-2","Hawkeye Invitational - Iowa Central CC vs Iowa State","Sep 1, 2017","6K","18:26.6","16th"
"Iowa State","Black, Zach","SO-2","Hawkeye Invitational - Iowa State vs Northern Iowa","Sep 1, 2017","6K","18:26.6","16th"
"Iowa State","Black, Zach","SO-2","Hawkeye Invitational - Iowa vs Iowa State","Sep 1, 2017","6K","18:26.6","16th"
"Iowa State","Black, Zach","SO-2","Big 12 Outdoor Track & Field Championships","May 12-14, 2017","1500","3:52.34","8th (P)"
"Iowa State","Black, Zach","SO-2","2017 Drake Relays presented by Hy-Vee","Apr 26-29, 2017","4x800","7:25.86","2nd (F)"
"Iowa State","Black, Zach","SO-2","Bryan Clay Invite","Apr 13-14, 2017","1500","3:48.75","70th (F)"
"Iowa State","Black, Zach","SO-2","Stanford Invitational","Mar 31 - Apr 1, 2017","1500","3:51.45","5th (F)"
"Iowa State","Black, Zach","SO-2","Big 12 Indoor Track & Field Championships","Feb 24-25, 2017","DMR","9:49.00","3rd (F)"
"Iowa State","Black, Zach","SO-2","Iowa State Classic","Feb 10-11, 2017","Mile","4:06.35","10th (F)"
"Iowa State","Black, Zach","SO-2","Penn State National","Jan 27-28, 2017","1000","2:25.02","1st (F)"
"Iowa State","Black, Zach","SO-2","Larry Wieczorek Invitational","Jan 20-21, 2017","800","1:52.86","3rd (F)"
"Iowa State","Black, Zach","SO-2","Hawkeye Invitational","Jan 13-14, 2017","1000","2:26.60","3rd (F)"
"Iowa State","Curts, Dan","SR-4","NCAA DI Cross Country Championships","Nov 17, 2018","10K","30:27.0","76th"
"Iowa State","Curts, Dan","SR-4","NCAA Division I Midwest Region Cross Country Championships","Nov 9, 2018","10K","31:03.6","7th"
"Iowa State","Curts, Dan","SR-4","Big 12 Cross Country Championships","Oct 26, 2018","8K","23:50.3","6th"
"Iowa State","Curts, Dan","SR-4","Nuttycombe Wisconsin Invitational Presented By Under Armour","Sep 28, 2018","8K","23:53.2","36th"
"Iowa State","Curts, Dan","SR-4","Hawkeye Invitational","Aug 31, 2018","6K","18:31.2","2nd"
"Iowa State","Curts, Dan","SR-4","NCAA West Preliminary Round","May 24-26, 2018","5000","13:52.22","13th (P)"
"Iowa State","Curts, Dan","SR-4","Big 12 Conference Outdoor Track and Field Championships","May 11-13, 2018","5000","14:34.49","2nd (F)"
"Iowa State","Curts, Dan","SR-4","2018 Cardinal Classic","Apr 20-21, 2018","5000","13:45.69","11th (F)"
"Iowa State","Curts, Dan","SR-4","Stanford Invitational","Mar 30-31, 2018","5000","13:56.39","6th (F)"
"Iowa State","Curts, Dan","SR-4","Big 12 Indoor Track & Field Championships","Feb 23-24, 2018","DMR","9:50.65","3rd (F)"
"Iowa State","Curts, Dan","SR-4","2018 Alex Wilson Invitational","Feb 17, 2018","DMR","9:32.14","7th (F)"
"Iowa State","Curts, Dan","SR-4","Iowa State Classic","Feb 9-10, 2018","Mile","4:02.54","5th (F)"
"Iowa State","Curts, Dan","SR-4","Razorback Invitational","Jan 26-27, 2018","Mile","4:03.49","1st (F)"
"Iowa State","Curts, Dan","SR-4","Larry Wieczorek Invitational","Jan 19-20, 2018","1000","2:25.75","3rd (F)"
"Iowa State","Curts, Dan","SR-4","Hawkeye Invitational","Jan 12-13, 2018","1000","2:27.38","1st (F)"
"Iowa State","Curts, Dan","SR-4","NCAA Division I Cross Country Championships","Nov 18, 2017","10K","30:24.7","68th"
"Iowa State","Curts, Dan","SR-4","NCAA Division I Midwest Region Cross Country Championships","Nov 10, 2017","10K","29:13.0","3rd"
"Iowa State","Curts, Dan","SR-4","2017 Big 12 Cross Country Championship","Oct 28, 2017","8K","24:16.9","6th"
"Iowa State","Curts, Dan","SR-4","Nuttycombe Wisconsin Invitational Presented By Under Armour","Oct 13, 2017","8K","25:17.0","179th"
"Iowa State","Curts, Dan","SR-4","NCAA Division I West Preliminary Round","May 25-27, 2017","1500","3:55.62","29th (P)"
